Rk,Name,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary,Name-additional
680,Lane Thomas,27,WSN,NL,156,682,628,101,168,36,3,28,86,20,5,36,176,0.268,0.315,0.468,0.783,114,294,5,11,0,7,0,*98/HD1,thomala02
681,Bubba Thompson,25,TEX,AL,37,60,53,10,9,4,1,0,4,4,2,4,16,0.17,0.237,0.283,0.52,41,15,0,1,1,1,0,7H/9D8,thompbu01
682,Trayce Thompson,32,TOT,MLB,72,179,153,17,25,2,0,6,17,2,0,24,77,0.163,0.285,0.294,0.579,58,45,1,2,0,0,0,8H97/D,thomptr01
683,Michael Toglia#,24,COL,NL,45,152,141,18,23,5,0,4,9,1,1,10,50,0.163,0.224,0.284,0.507,30,40,3,1,0,0,0,39/HD7,toglimi01
684,Justin Topa,32,SEA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,topaju01
685,Spencer Torkelson,23,DET,AL,159,684,606,88,141,34,1,31,94,3,0,67,171,0.233,0.313,0.446,0.758,105,270,15,6,0,5,1,*3/D,torkesp01
686,Abraham Toro#,26,MIL,NL,9,21,18,4,8,0,0,2,9,0,0,2,5,0.444,0.524,0.778,1.302,252,14,0,1,0,0,0,/5H3D,toroab01
687,Luis Torrens,27,TOT,MLB,18,30,28,1,7,3,0,0,4,0,0,1,9,0.25,0.3,0.357,0.657,79,10,0,1,0,0,0,/DH27,torrelu01
688,Gleyber Torres,26,NYY,AL,158,672,596,90,163,28,2,25,68,13,6,67,98,0.273,0.347,0.453,0.8,118,270,19,3,0,6,0,*4D/H,torregl01
689,Ezequiel Tovar,21,COL,NL,153,615,581,79,147,37,4,15,73,11,5,25,166,0.253,0.287,0.408,0.695,77,237,10,4,2,3,0,*6,tovarez01
690,Taylor Trammell*,25,SEA,AL,22,56,46,7,6,0,0,3,11,0,1,9,22,0.13,0.286,0.326,0.612,73,15,2,1,0,0,0,7/DH8,trammta01
691,Alan Trejo,27,COL,NL,82,227,207,24,48,11,0,4,26,5,1,16,51,0.232,0.288,0.343,0.631,63,71,3,1,1,2,0,45H/61D,trejoal01
692,Jose Trevino,30,NYY,AL,55,168,157,15,33,4,0,4,15,0,0,8,22,0.21,0.257,0.312,0.57,56,49,6,2,1,0,0,2/H,trevijo01
693,Jared Triolo,25,PIT,NL,54,209,181,30,54,9,0,3,21,6,1,24,63,0.298,0.388,0.398,0.785,116,72,0,3,0,1,0,54/3HD,triolja01
694,Chadwick Tromp,28,ATL,NL,6,16,16,1,2,1,0,0,1,0,0,0,7,0.125,0.125,0.188,0.313,-17,3,0,0,0,0,0,/2,trompch01
695,Mike Trout,31,LAA,AL,82,362,308,54,81,14,1,18,44,2,0,45,104,0.263,0.367,0.49,0.858,131,151,4,7,0,2,2,8/DH,troutmi01
696,Cole Tucker#,26,COL,NL,5,10,8,2,4,0,0,0,2,0,0,1,2,0.5,0.6,0.5,1.1,190,4,0,1,0,0,0,/H8D9,tuckeco01
697,Kyle Tucker*,26,HOU,AL,157,674,574,97,163,37,5,29,112,30,5,80,92,0.284,0.369,0.517,0.886,142,297,11,3,0,10,9,*9/DH,tuckeky01
698,Brice Turang*,23,MIL,NL,137,448,404,46,88,9,3,6,34,26,4,38,94,0.218,0.285,0.3,0.585,62,121,9,1,3,2,1,*46H/D,turanbr02
699,Justin Turner,38,BOS,AL,146,626,558,86,154,31,0,23,96,4,1,51,110,0.276,0.345,0.455,0.8,114,254,10,11,0,6,0,D34/5H,turneju01
700,Trea Turner,30,PHI,NL,155,691,639,102,170,35,5,26,76,30,0,45,150,0.266,0.32,0.459,0.778,111,293,12,6,0,1,2,*6/D,turnetr01
701,Luis Urías,26,TOT,MLB,52,177,144,18,28,6,0,3,18,0,0,21,41,0.194,0.337,0.299,0.636,76,43,4,10,0,0,0,45/H,uriaslu01
702,Ramón Urías,29,BAL,AL,116,396,360,45,95,22,3,4,42,3,1,27,101,0.264,0.328,0.375,0.703,98,135,10,8,0,1,0,543H/D,uriasra01
703,Gio Urshela,31,LAA,AL,62,228,214,22,64,8,1,2,24,3,2,10,36,0.299,0.329,0.374,0.703,91,80,9,1,0,3,0,53/6H4,urshegi01
704,Enmanuel Valdez*,24,BOS,AL,49,149,139,17,37,8,0,6,19,5,1,8,37,0.266,0.311,0.453,0.764,103,63,4,1,0,0,0,4/HD6,valdeen01
705,Ildemaro Vargas#,31,WSN,NL,86,286,262,32,66,13,2,4,31,1,1,19,20,0.252,0.304,0.363,0.666,84,95,10,1,3,1,0,54H67/19,vargail01
706,Miguel Vargas,23,LAD,NL,81,304,256,36,50,15,4,7,32,3,2,38,61,0.195,0.305,0.367,0.672,81,94,1,4,1,4,1,4H/3D,vargami01
707,Daulton Varsho*,26,TOR,AL,158,581,527,65,116,23,3,20,61,16,7,45,135,0.22,0.285,0.389,0.674,85,205,5,4,1,3,0,*78/HD,varshda01
708,Andrew Vaughn,25,CHW,AL,152,615,566,67,146,30,2,21,80,0,0,36,129,0.258,0.314,0.429,0.743,101,243,15,11,0,2,0,*3/DH,vaughan01
709,Terrin Vavra*,26,BAL,AL,27,56,49,9,12,0,0,0,5,1,0,5,12,0.245,0.315,0.245,0.56,62,12,5,0,2,0,0,9/7HD54,vavrate01
710,Christian Vázquez,32,MIN,AL,102,355,327,34,73,13,0,6,32,1,0,25,82,0.223,0.28,0.318,0.598,65,104,11,1,1,1,1,2/3H4D,vazquch01
711,Andrew Velazquez,28,LAA,AL,54,94,81,12,14,3,0,2,3,13,3,10,30,0.173,0.264,0.284,0.548,50,23,1,0,3,0,0,6H4/8,velazan01
712,Nelson Velázquez,24,TOT,MLB,53,179,162,35,38,6,0,17,34,0,0,14,51,0.235,0.302,0.586,0.888,136,95,3,2,0,1,0,9D/7H8,velazne01
713,Alex Verdugo*,27,BOS,AL,142,602,546,81,144,37,5,13,54,5,3,45,93,0.264,0.324,0.421,0.745,100,230,11,6,0,5,1,*9/H,verdual01
714,Alex Vesia*,27,LAD,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,vesiaal01
715,Will Vest,28,DET,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,vestwi01
716,Mark Vientos,23,NYM,NL,65,233,218,19,46,5,1,9,22,1,0,10,71,0.211,0.253,0.367,0.62,69,80,5,3,0,2,0,D53/H,vientma01
717,Matt Vierling,26,DET,AL,134,530,479,63,125,21,5,10,44,6,6,44,112,0.261,0.329,0.388,0.717,96,186,8,5,1,1,1,*9758H/4,vierlma01
718,David Villar,26,SFG,NL,46,140,124,15,18,6,0,5,12,1,1,11,45,0.145,0.236,0.315,0.55,51,39,1,4,0,1,0,45/3HD1,villada01
719,Meibrys Viloria*,26,CLE,AL,10,4,3,0,0,0,0,0,0,0,0,1,0,0,0.25,0,0.25,-20,0,1,0,0,0,0,2,vilorme01
720,Daniel Vogelbach*,30,NYM,NL,104,319,275,33,64,8,0,13,48,0,0,42,81,0.233,0.339,0.404,0.742,104,111,6,2,0,0,1,DH,vogelda01
721,Luke Voit,32,MIL,NL,22,74,68,5,15,3,0,0,4,2,0,4,27,0.221,0.284,0.265,0.548,53,18,3,2,0,0,0,3D/H,voitlu01
722,Anthony Volpe,22,NYY,AL,159,601,541,62,113,23,4,21,60,24,5,52,167,0.209,0.283,0.383,0.666,81,207,10,5,1,2,0,*6/H,volpean01
723,Jason Vosler*,29,CIN,NL,20,65,62,6,10,2,1,3,10,0,0,3,25,0.161,0.2,0.371,0.571,49,23,0,0,0,0,0,3/51H,vosleja01
724,Joey Votto*,39,CIN,NL,65,242,208,26,42,6,0,14,38,0,0,27,62,0.202,0.314,0.433,0.747,99,90,2,7,0,0,0,3D/H,vottojo01
725,LaMonte Wade Jr.*,29,SFG,NL,135,519,429,64,110,14,2,17,45,2,0,76,95,0.256,0.373,0.417,0.79,119,179,4,6,4,4,3,*3H7/9D8,wadela01
726,Tyler Wade*,28,OAK,AL,26,55,51,8,13,1,1,0,2,4,0,4,13,0.255,0.309,0.314,0.623,80,16,0,0,0,0,0,6/H759D,wadety01
727,Adam Wainwright,41,STL,NL,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0,1/HD,wainwad01
728,Christian Walker,32,ARI,NL,157,661,582,86,150,36,2,33,103,11,0,62,127,0.258,0.333,0.497,0.83,123,289,13,8,0,8,3,*3/DH,walkech02
729,Jordan Walker,21,STL,NL,117,465,420,51,116,19,2,16,51,7,4,37,104,0.276,0.342,0.445,0.787,114,187,9,6,0,2,0,*97/DH,walkejo02
730,Forrest Wall*,27,ATL,NL,15,15,13,6,6,2,0,1,2,5,1,2,4,0.462,0.533,0.846,1.379,264,11,0,0,0,0,0,/H7D89,wallfo01
731,Chad Wallach,31,LAA,AL,65,172,157,18,31,5,1,7,15,0,1,13,57,0.197,0.259,0.376,0.635,70,59,5,0,2,0,0,2/HD3,wallach01
732,Matt Wallner*,25,MIN,AL,76,254,213,42,53,11,1,14,41,2,1,28,80,0.249,0.37,0.507,0.877,139,108,1,13,0,0,1,79/DH,wallnma01
733,Taylor Walls#,26,TBR,AL,99,349,303,50,61,12,2,8,36,22,1,44,92,0.201,0.305,0.333,0.638,79,101,1,1,1,0,0,546/H,wallsta01
734,Jared Walsh*,29,LAA,AL,39,116,104,10,13,4,0,4,11,0,0,11,45,0.125,0.216,0.279,0.494,33,29,1,1,0,0,0,3/9HD,walshja01
735,Taylor Ward,29,LAA,AL,97,409,356,60,90,18,0,14,47,4,2,39,80,0.253,0.335,0.421,0.756,105,150,9,8,0,6,0,7/H3,wardta01
736,Drew Waters#,24,KCR,AL,98,337,302,40,69,11,5,8,32,16,5,27,107,0.228,0.3,0.377,0.677,85,114,4,5,0,3,0,89/D7H,waterdr01
737,Austin Wells*,23,NYY,AL,19,75,70,8,16,6,0,4,13,0,0,3,14,0.229,0.257,0.486,0.742,97,34,3,0,0,1,0,2/H,wellsau01
738,Joey Wendle*,33,MIA,NL,112,318,297,33,63,16,3,2,20,7,1,13,67,0.212,0.248,0.306,0.554,50,91,8,2,3,3,0,6/H,wendljo01
739,Hayden Wesneski,25,CHC,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,wesneha01
740,Jordan Westburg,24,BAL,AL,68,228,208,26,54,17,2,3,23,4,1,16,56,0.26,0.311,0.404,0.715,100,84,3,1,0,3,0,45H/D,westbjo01
741,Eli White,29,ATL,NL,6,17,14,1,1,0,0,0,0,0,0,2,7,0.071,0.235,0.071,0.307,-11,1,0,1,0,0,0,/8H,whiteel04
742,Garrett Whitlock,27,BOS,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,whitlga01
743,Joey Wiemer,24,MIL,NL,132,410,367,48,75,19,0,13,42,11,4,36,116,0.204,0.283,0.362,0.645,76,133,4,5,0,2,0,*89/H7,wiemejo01
744,Alika Williams,24,PIT,NL,46,112,101,7,20,5,0,0,6,0,0,9,35,0.198,0.27,0.248,0.518,44,25,2,1,1,0,0,6/H,willial04
745,Luke Williams,26,TOT,NL,11,19,19,1,1,0,0,0,0,4,0,0,7,0.053,0.053,0.053,0.105,-71,1,0,0,0,0,0,/H653D71,willilu01
746,Weston Wilson,28,PHI,NL,8,22,16,5,5,0,0,1,2,3,1,6,5,0.313,0.5,0.5,1,177,8,0,0,0,0,0,/7H3459,wilsowe01
747,Jesse Winker*,29,MIL,NL,61,197,166,16,33,5,0,1,23,0,0,26,51,0.199,0.32,0.247,0.567,60,41,0,4,0,1,0,DH/97,winkeje01
748,Masyn Winn,21,STL,NL,37,137,122,8,21,2,0,2,12,2,1,10,26,0.172,0.23,0.238,0.467,29,29,1,0,2,3,0,6,winnma01
749,Patrick Wisdom,31,CHC,NL,97,302,268,43,55,8,1,23,46,4,2,30,111,0.205,0.289,0.5,0.789,107,134,4,2,1,1,0,5H3D/794,wisdopa01
750,Brett Wisely*,24,SFG,NL,51,131,120,10,21,5,0,2,8,2,1,9,40,0.175,0.231,0.267,0.497,38,32,2,0,1,1,0,48/H716,wiselbr01
751,Bobby Witt,23,KCR,AL,158,694,641,97,177,28,11,30,96,49,15,40,121,0.276,0.319,0.495,0.813,120,317,11,4,1,8,1,*6D/H,wittbo02
752,Nick Wittgren,32,KCR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,wittgni01
753,Connor Wong,27,BOS,AL,126,403,371,55,87,25,2,9,36,8,2,22,134,0.235,0.288,0.385,0.673,80,143,4,6,3,1,0,*2H/4D,wongco01
754,Kolten Wong*,32,TOT,MLB,87,250,224,25,41,6,0,4,27,3,2,18,53,0.183,0.256,0.263,0.519,47,59,1,5,0,3,0,4H/D,wongko01
755,Austin Wynns,32,TOT,NL,51,145,130,11,27,6,0,1,10,1,0,9,39,0.208,0.268,0.277,0.545,42,36,4,2,3,1,0,2/H,wynnsau01
756,Ryan Yarbrough,31,TOT,MLB,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,yarbrry01
757,Mike Yastrzemski*,32,SFG,NL,106,381,330,54,77,23,1,15,43,2,2,45,99,0.233,0.33,0.445,0.775,113,147,5,3,2,1,3,987H/D,yastrmi01
758,Christian Yelich*,31,MIL,NL,144,632,550,106,153,34,1,19,76,28,3,78,140,0.278,0.37,0.447,0.818,124,246,15,3,0,1,7,*7D/H,yelicch01
759,Juan Yepez,25,STL,NL,28,65,60,5,11,1,0,2,2,0,1,4,20,0.183,0.246,0.3,0.546,49,18,0,1,0,0,0,DH/79,yepezju01
760,Masataka Yoshida*,29,BOS,AL,140,580,537,71,155,33,3,15,72,8,0,34,81,0.289,0.338,0.445,0.783,109,239,20,7,0,2,0,7D/H,yoshima02
761,Alex Young*,29,CIN,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,youngal01
762,Jacob Young,23,WSN,NL,33,121,107,9,27,7,1,0,12,13,0,10,22,0.252,0.322,0.336,0.658,84,36,2,1,3,0,0,8/DH,youngja03
763,Jared Young*,27,CHC,NL,16,47,43,8,8,0,3,2,8,2,0,3,13,0.186,0.255,0.465,0.72,88,20,1,1,0,0,0,3/DH,youngja02
764,Seby Zavala,29,TOT,MLB,73,193,175,17,30,4,0,7,18,1,0,12,70,0.171,0.23,0.314,0.545,47,55,4,2,2,2,0,2/H1,zavalse01
765,Mike Zunino,32,CLE,AL,42,140,124,11,22,7,0,3,11,0,0,15,61,0.177,0.271,0.306,0.578,62,38,3,1,0,0,0,2,zuninmi01
766,LgAvg per 600 PA,,,,166,600,536,73,132,27,2,19,70,11,3,51,137,0.247,0.319,0.412,0.731,,221,11,7,1,4,1,,-9999
